epoch,train_loss,valid_loss,time
0,5.175025463104248,4.772803783416748,00:00
1,4.865149021148682,4.435698986053467,00:00
2,4.674928188323975,4.396707057952881,00:00
3,4.573113918304443,4.389404773712158,00:00
4,4.510895729064941,4.388317584991455,00:00
5,4.469388484954834,4.388260841369629,00:00
6,4.439967632293701,4.388258934020996,00:00
7,4.4178385734558105,4.388258934020996,00:00
8,4.401003837585449,4.388258934020996,00:00
9,4.387256145477295,4.388258934020996,00:00
10,4.376321792602539,4.388258934020996,00:00
11,4.367084980010986,4.388258934020996,00:00
12,4.359433650970459,4.388258934020996,00:00
13,4.352916717529297,4.388258934020996,00:00
14,4.347277641296387,4.388258934020996,00:00
15,4.34248685836792,4.388258934020996,00:00
16,4.33822774887085,4.388258934020996,00:00
17,4.3344645500183105,4.388258934020996,00:00
18,4.331291198730469,4.388258934020996,00:00
19,4.328395366668701,4.388258934020996,00:00
20,4.32563591003418,4.388258934020996,00:00
21,4.323220729827881,4.388258934020996,00:00
22,4.321127891540527,4.388258934020996,00:00
23,4.319182395935059,4.388258934020996,00:00
24,4.31744384765625,4.388258934020996,00:00
25,4.315882682800293,4.388258934020996,00:00
26,4.314465045928955,4.388258934020996,00:00
27,4.313265800476074,4.388258934020996,00:00
28,4.31207799911499,4.388258934020996,00:00
29,4.310966491699219,4.388258934020996,00:00
30,4.30985689163208,4.388258934020996,00:00
31,4.308915615081787,4.388258934020996,00:00
32,4.30807638168335,4.388258934020996,00:00
33,4.307229042053223,4.388258934020996,00:00
34,4.306411266326904,4.388258934020996,00:00
35,4.305756568908691,4.388258934020996,00:00
36,4.305222034454346,4.388258934020996,00:00
37,4.304654598236084,4.388258934020996,00:00
38,4.304176330566406,4.388258934020996,00:00
39,4.303624153137207,4.388258934020996,00:00
40,4.303127765655518,4.388258934020996,00:00
41,4.302722930908203,4.388258934020996,00:00
42,4.302436351776123,4.388258934020996,00:00
43,4.302035808563232,4.388258934020996,00:00
44,4.301763534545898,4.388258934020996,00:00
45,4.3014726638793945,4.388258934020996,00:00
46,4.301144123077393,4.388258934020996,00:00
47,4.300787448883057,4.388258934020996,00:00
48,4.300529956817627,4.388258934020996,00:00
49,4.300313949584961,4.388258934020996,00:00
50,4.300065517425537,4.388258934020996,00:00
51,4.299856185913086,4.388258934020996,00:00
52,4.299713134765625,4.388258934020996,00:00
53,4.2994914054870605,4.388258934020996,00:00
54,4.299187660217285,4.388258934020996,00:00
55,4.29899787902832,4.388258934020996,00:00
56,4.298812389373779,4.388258934020996,00:00
57,4.298616886138916,4.388258934020996,00:00
58,4.298597812652588,4.388258934020996,00:00
59,4.298457145690918,4.388258934020996,00:00
60,4.298336982727051,4.388258934020996,00:00
61,4.298182964324951,4.388258934020996,00:00
62,4.298101902008057,4.388258934020996,00:00
63,4.297955513000488,4.388258934020996,00:00
64,4.297938823699951,4.388258934020996,00:00
65,4.297859191894531,4.388258934020996,00:00
66,4.2977375984191895,4.388258934020996,00:00
67,4.297590255737305,4.388258934020996,00:00
68,4.297517776489258,4.388258934020996,00:00
69,4.297435760498047,4.388258934020996,00:00
70,4.29734468460083,4.388258934020996,00:00
71,4.29721212387085,4.388258934020996,00:00
72,4.297122955322266,4.388258934020996,00:00
73,4.297135353088379,4.388258934020996,00:00
74,4.29705286026001,4.388258934020996,00:00
75,4.296967506408691,4.388258934020996,00:00
76,4.296876430511475,4.388258934020996,00:00
77,4.296886920928955,4.388258934020996,00:00
78,4.2968597412109375,4.388258934020996,00:00
79,4.296905517578125,4.388258934020996,00:00
80,4.296878337860107,4.388258934020996,00:00
81,4.296798229217529,4.388258934020996,00:00
82,4.296812534332275,4.388258934020996,00:00
83,4.296776294708252,4.388258934020996,00:00
84,4.2967681884765625,4.388258934020996,00:00
85,4.296733856201172,4.388258934020996,00:00
86,4.296781539916992,4.388258934020996,00:00
87,4.296787261962891,4.388258934020996,00:00
88,4.296735763549805,4.388258934020996,00:00
89,4.296644687652588,4.388258934020996,00:00
90,4.296573638916016,4.388258934020996,00:00
91,4.296564102172852,4.388258934020996,00:00
92,4.296605587005615,4.388258934020996,00:00
93,4.296731948852539,4.388258934020996,00:00
94,4.296726226806641,4.388258934020996,00:00
95,4.296684741973877,4.388258934020996,00:00
96,4.296708583831787,4.388258934020996,00:00
97,4.2967000007629395,4.388258934020996,00:00
98,4.296639919281006,4.388258934020996,00:00
99,4.29664421081543,4.388258934020996,00:00
