epoch,train_loss,valid_loss,time
0,4.780575275421143,4.453798770904541,00:01
1,4.569887638092041,4.311946868896484,00:01
2,4.381264686584473,4.125451564788818,00:01
3,4.191887855529785,3.8238823413848877,00:01
4,3.992479085922241,3.4422218799591064,00:01
5,3.7411463260650635,3.3586442470550537,00:01
6,3.5018672943115234,2.7134053707122803,00:01
7,3.2652270793914795,2.291274309158325,00:01
8,2.9934520721435547,1.8617664575576782,00:01
9,2.7861762046813965,2.1394402980804443,00:01
10,2.569619655609131,2.011995792388916,00:01
11,2.348576307296753,1.4502989053726196,00:01
12,2.151503801345825,1.357371211051941,00:01
13,1.9734525680541992,1.4135642051696777,00:01
14,1.8167041540145874,1.2236675024032593,00:01
15,1.6719446182250977,0.9536245465278625,00:01
16,1.5260660648345947,0.8924316763877869,00:01
17,1.3945740461349487,0.9000127911567688,00:01
18,1.2859535217285156,0.9041810035705566,00:01
19,1.183220624923706,0.8471094965934753,00:01
20,1.1008132696151733,1.4786454439163208,00:01
21,1.0397731065750122,0.9420328140258789,00:01
22,0.9651702642440796,0.8579861521720886,00:01
23,0.893591582775116,0.877727746963501,00:01
24,0.836532473564148,0.7564675211906433,00:01
25,0.7749695181846619,0.8175188899040222,00:01
26,0.7162806987762451,0.7826859354972839,00:01
27,0.6670404076576233,0.9270846843719482,00:01
28,0.6215095520019531,0.7566769123077393,00:01
29,0.5771656632423401,0.787684440612793,00:01
30,0.5372224450111389,0.7911920547485352,00:01
31,0.5053658485412598,0.73282390832901,00:01
32,0.4746328890323639,0.7549147605895996,00:01
33,0.44734910130500793,0.8395328521728516,00:01
34,0.42145243287086487,0.7148569226264954,00:01
35,0.4030960500240326,0.7544679641723633,00:01
36,0.379850834608078,0.8295392990112305,00:01
37,0.35838741064071655,0.759212076663971,00:01
38,0.3379800319671631,0.7500892281532288,00:01
39,0.3191945552825928,0.7385380268096924,00:01
40,0.3014014661312103,0.7384709715843201,00:01
41,0.2869166433811188,0.7801455855369568,00:01
42,0.27240368723869324,0.7924202084541321,00:01
43,0.26485735177993774,0.6975672245025635,00:01
44,0.254988431930542,0.9032372832298279,00:01
45,0.24705229699611664,0.6821014285087585,00:01
46,0.23765583336353302,0.6756124496459961,00:01
47,0.2279188185930252,0.85296630859375,00:01
48,0.21997295320034027,0.809622585773468,00:01
49,0.2110578864812851,0.7240347862243652,00:01
50,0.2031886726617813,0.7284600138664246,00:01
51,0.1957264542579651,0.6815422177314758,00:01
52,0.18820586800575256,0.6635996699333191,00:01
53,0.18156370520591736,0.6963029503822327,00:01
54,0.17554861307144165,0.7233445048332214,00:01
55,0.16957305371761322,0.7247185707092285,00:01
56,0.1643850952386856,0.6865096092224121,00:01
57,0.1590517908334732,0.6989977359771729,00:01
58,0.15417325496673584,0.6770294308662415,00:01
59,0.14959992468357086,0.686959445476532,00:01
60,0.1454845815896988,0.6787676215171814,00:01
61,0.14153075218200684,0.6677166819572449,00:01
62,0.137891486287117,0.6642053723335266,00:01
63,0.13526470959186554,0.6727643013000488,00:01
64,0.13217617571353912,0.6880209445953369,00:01
65,0.12960977852344513,0.6835135817527771,00:01
66,0.12697508931159973,0.6882705092430115,00:01
67,0.12471392750740051,0.6919243931770325,00:01
68,0.12242166697978973,0.6824328303337097,00:01
69,0.12069570273160934,0.6704145073890686,00:01
70,0.11877401918172836,0.6756166815757751,00:01
71,0.11714775860309601,0.6835139393806458,00:01
72,0.11558178067207336,0.6790812611579895,00:01
73,0.11433872580528259,0.6788475513458252,00:01
74,0.11343500763177872,0.6784119009971619,00:01
75,0.11232598125934601,0.6842779517173767,00:01
76,0.11131549626588821,0.6816523671150208,00:01
77,0.11056213080883026,0.6803914904594421,00:01
78,0.1097078025341034,0.6796014904975891,00:01
79,0.10898646712303162,0.6890575885772705,00:01
