epoch,train_loss,valid_loss,time
0,0.5568262338638306,0.15662725269794464,00:07
1,0.29153284430503845,0.0828973725438118,00:06
2,0.18580637872219086,0.06212684512138367,00:06
3,0.1358688920736313,0.05849000811576843,00:06
4,0.10231343656778336,0.04218996316194534,00:06
5,0.08529353141784668,0.041998833417892456,00:06
6,0.0722358301281929,0.044089045375585556,00:06
7,0.07002780586481094,0.04274303838610649,00:06
8,0.07271148264408112,0.04074421525001526,00:06
9,0.06771951168775558,0.03478888049721718,00:06
10,0.06257997453212738,0.03336065635085106,00:06
11,0.0607970729470253,0.040200088173151016,00:06
