epoch,train_loss,valid_loss,time
0,4.549152851104736,3.959749937057495,00:01
1,3.926640510559082,3.0087621212005615,00:01
2,3.4852588176727295,2.402024269104004,00:01
3,3.053948402404785,1.5623621940612793,00:01
4,2.8940083980560303,2.0831856727600098,00:01
5,2.7032229900360107,1.5680276155471802,00:01
6,2.8056044578552246,2.466779947280884,00:01
7,2.696521282196045,1.3486191034317017,00:01
8,2.451287269592285,1.4389828443527222,00:01
9,2.1963250637054443,1.1716276407241821,00:01
10,1.9996721744537354,2.000932455062866,00:01
11,1.871193289756775,1.0269140005111694,00:01
12,1.687885046005249,0.7582828402519226,00:01
13,1.5258756875991821,0.6967082619667053,00:01
14,1.38131844997406,0.7550179362297058,00:01
15,1.2463750839233398,0.6444756388664246,00:01
16,1.1314524412155151,0.79463130235672,00:01
17,1.0324454307556152,0.6606435179710388,00:01
18,0.9388404488563538,0.9425379633903503,00:01
19,0.8585562109947205,0.884784996509552,00:01
20,0.7854226231575012,0.6612758040428162,00:01
21,0.7181306481361389,0.5728608965873718,00:01
22,0.6562219262123108,0.655463695526123,00:01
23,0.5999936461448669,0.6425370573997498,00:01
24,0.548944354057312,0.5564799904823303,00:01
25,0.503363311290741,0.5947468876838684,00:01
26,0.4634227156639099,0.611143946647644,00:01
27,0.42631807923316956,0.5596029162406921,00:01
28,0.39332181215286255,0.5756177306175232,00:01
29,0.36373457312583923,0.58991938829422,00:01
30,0.3372522294521332,0.5685529112815857,00:01
31,0.3132881224155426,0.5644316077232361,00:01
32,0.2918664813041687,0.5438316464424133,00:01
33,0.2726380228996277,0.5286726951599121,00:01
34,0.2557614743709564,0.5390487909317017,00:01
35,0.2401956021785736,0.541099488735199,00:01
36,0.22826920449733734,0.5368613600730896,00:01
37,0.21590639650821686,0.5400121808052063,00:01
38,0.20540086925029755,0.5415348410606384,00:01
39,0.19559453427791595,0.5460389852523804,00:01
